STOP_ID, STOP_NAME,SA2_NAME,SA3_CODE,SA2_CODE
19865,Mentone Railway Station (Mentone),Mentone,20803,208031190
19889,Yarraman Railway Station (Noble Park),Noble Park,21204,212041459
19866,Cheltenham Railway Station (Cheltenham),Cheltenham,20801,208011171
19890,Noble Park Railway Station (Noble Park),Noble Park,21204,212041459
52095,Southland Railway Station (Cheltenham),Cheltenham,20801,208011171
19891,Sandown Park Railway Station (Springvale),Springvale,21204,212041317
19948,Sandringham Railway Station (Sandringham),Sandringham,20801,208011173
19913,Springvale Railway Station (Springvale),Springvale,21204,212041317
19872,Highett Railway Station (Highett),Highett,20801,208011171
19914,Westall Railway Station (Clayton South),Clayton South,21204,212041310
19949,Hampton Railway Station (Hampton),Hampton,20801,208011172
19937,Moorabbin Railway Station (Moorabbin),Moorabbin,20803,208031191
19950,Brighton Beach Railway Station (Brighton),Brighton,20801,208011169
19938,Patterson Railway Station (Bentleigh),Bentleigh,20802,208021174
19915,Clayton Railway Station (Clayton),Clayton,21205,212051320
19939,Bentleigh Railway Station (Bentleigh),Bentleigh,20802,208021174
19951,Middle Brighton Railway Station (Brighton),Brighton,20801,208011169
19916,Huntingdale Railway Station (Oakleigh),Oakleigh,21205,212051326
19940,McKinnon Railway Station (Mckinnon),Mckinnon,20802,208021174
